,X,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
6199,6199,ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here… https://t.co/9HCYTeo4uN,FALSE,2,NA,2017-12-06 17:55:19,TRUE,NA,9.3846690090394E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",bdnews24,0,FALSE,FALSE,NA,NA
6200,6200,"#MyRightToBreathe @rashtrapatibhvn @PMOIndia Dear Honourable Sir, how much should a person #Pay4Air2Breathe like pa… https://t.co/bp435qIdlZ",FALSE,1,NA,2017-12-06 17:54:53,TRUE,NA,9.38466789670904E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rvijayagopalan,0,FALSE,FALSE,NA,NA
6201,6201,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:54:13,FALSE,NA,9.38466623119389E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply_Awaited,29,TRUE,FALSE,NA,NA
6202,6202,"RT @manya_group: Manya-The Princeton Review coming out in support of #MyRightToBreathe . Delhi demands #cleanair 

#StopPollutionCrime #Del…",FALSE,0,NA,2017-12-06 17:54:07,FALSE,NA,9.38466596523086E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shilpa_irdal,3,TRUE,FALSE,NA,NA
6203,6203,RT @ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,0,NA,2017-12-06 17:53:51,FALSE,NA,9.38466529640817E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ajitpratap,15,TRUE,FALSE,NA,NA
6204,6204,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:53:36,FALSE,NA,9.38466466369741E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheTabrezKhan,29,TRUE,FALSE,NA,NA
6205,6205,RT @ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,0,NA,2017-12-06 17:53:15,FALSE,NA,9.38466379673379E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",handayash,15,TRUE,FALSE,NA,NA
6206,6206,RT @ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,0,NA,2017-12-06 17:52:13,FALSE,NA,9.38466119492387E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NikhilSinghBJP,15,TRUE,FALSE,NA,NA
6207,6207,RT @ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,0,NA,2017-12-06 17:52:06,FALSE,NA,9.38466088777605E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Shivashishsen21,15,TRUE,FALSE,NA,NA
6208,6208,RT @ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,0,NA,2017-12-06 17:51:42,FALSE,NA,9.38465988537868E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RKKPradhan,15,TRUE,FALSE,NA,NA
6209,6209,#MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/IIOA03r5Sw,FALSE,0,NA,2017-12-06 17:51:13,FALSE,NA,9.38465869902082E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",neerajnirwals,0,FALSE,FALSE,NA,NA
6210,6210,#MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/y6mcDdL7VV,FALSE,0,NA,2017-12-06 17:51:09,FALSE,NA,9.38465852411863E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Bis_Sandeep,0,FALSE,FALSE,NA,NA
6211,6211,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:51:04,FALSE,NA,9.38465830018327E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",mysterthought,29,TRUE,FALSE,NA,NA
6212,6212,RT @ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,0,NA,2017-12-06 17:51:01,FALSE,NA,9.384658168692E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BalakrishnanGN,15,TRUE,FALSE,NA,NA
6213,6213,RT @ndtv: #MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,0,NA,2017-12-06 17:50:52,FALSE,NA,9.38465778503893E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MirRafae,15,TRUE,FALSE,NA,NA
6214,6214,#MyRightToBreathe | Former Delhi CM Sheila Dikshit on Delhi air pollution on The Buck Stops Here https://t.co/jS6CFzYDKH,FALSE,63,NA,2017-12-06 17:50:12,FALSE,NA,9.38465611298099E+017,NA,"<a href=""http://www.graphity.in"" rel=""nofollow"">GraphityCampaignNDTV</a>",ndtv,15,FALSE,FALSE,NA,NA
6215,6215,People of the Capital City will appreciate a fitting tribute if you as the PM could kindly intervene with the State… https://t.co/P3H2tQj6eY,FALSE,2,NA,2017-12-06 17:49:50,TRUE,NA,9.38465521242063E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fxmgoa,0,FALSE,FALSE,NA,NA
6216,6216,#MyRightToBreathe A simple and more realistic method would be planting more trees. Cheaper and 100% results guarant… https://t.co/lnbRn0SfQU,FALSE,1,NA,2017-12-06 17:44:19,TRUE,NA,9.3846413319601E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",siddharth0211,0,FALSE,FALSE,NA,NA
6217,6217,RT @ndtv: #MyRightToBreathe | Dr Anupam Sibal on The Buck Stops Here https://t.co/9HHqPeLfuS,FALSE,0,NA,2017-12-06 17:42:41,FALSE,NA,9.38463722057581E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",khanna_manali,4,TRUE,FALSE,NA,NA
6218,6218,#myrighttobreathe Delhi ki hava (air) ko sawch banane ke liye kathore kadam ki jarurat hai. 1. Vehicle sell ban. 2.… https://t.co/IKN2J5YEfZ,FALSE,1,NA,2017-12-06 17:41:45,TRUE,NA,9.38463484995543E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Krishna42113084,0,FALSE,FALSE,NA,NA
6219,6219,#MyRightToBreathe | Dr Anupam Sibal on The Buck Stops Here https://t.co/morklQZv30,FALSE,0,NA,2017-12-06 17:41:21,FALSE,NA,9.38463383782818E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Bis_Sandeep,0,FALSE,FALSE,NA,NA
6220,6220,RT @ndtv: #MyRightToBreathe | Dr Anupam Sibal on The Buck Stops Here https://t.co/9HHqPeLfuS,FALSE,0,NA,2017-12-06 17:40:17,FALSE,NA,9.38463117268353E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",daseinsystem,4,TRUE,FALSE,NA,NA
6221,6221,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:39:54,FALSE,NA,9.38463019679363E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ashjjkk,29,TRUE,FALSE,NA,NA
6222,6222,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:39:16,FALSE,NA,9.38462862317703E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",am_gauri,29,TRUE,FALSE,NA,NA
6223,6223,#MyRightToBreathe | Dr Anupam Sibal on The Buck Stops Here https://t.co/Uwv8vTcl0F,FALSE,0,NA,2017-12-06 17:36:20,FALSE,NA,9.3846212262701E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",neerajnirwals,0,FALSE,FALSE,NA,NA
6224,6224,ndtv: #MyRightToBreathe | Dr Anupam Sibal on The Buck Stops Here https://t.co/E8QolqRjjZ https://t.co/wgabmpzmwE,FALSE,2,NA,2017-12-06 17:36:18,FALSE,NA,9.38462116314534E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",bdnews24,0,FALSE,FALSE,NA,NA
6225,6225,#MyRightToBreathe | Dr Anupam Sibal on The Buck Stops Here https://t.co/9HHqPeLfuS,FALSE,27,NA,2017-12-06 17:35:59,FALSE,NA,9.38462034609533E+017,NA,"<a href=""http://www.graphity.in"" rel=""nofollow"">GraphityCampaignNDTV</a>",ndtv,4,FALSE,FALSE,NA,NA
6226,6226,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:35:41,FALSE,NA,9.3846195934684E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",being_explorer,29,TRUE,FALSE,NA,NA
6227,6227,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:34:05,FALSE,NA,9.38461555427107E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",sudeepta_tekade,29,TRUE,FALSE,NA,NA
6228,6228,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:33:23,FALSE,NA,9.38461379098329E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ashwaniattrish,29,TRUE,FALSE,NA,NA
6229,6229,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:32:09,FALSE,NA,9.38461071832097E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Paul_Koshy,29,TRUE,FALSE,NA,NA
6230,6230,#MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/WIwbLzCXbW,FALSE,0,NA,2017-12-06 17:31:29,FALSE,NA,9.38460902143222E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Bis_Sandeep,0,FALSE,FALSE,NA,NA
6231,6231,#MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/clHPULF2i4,FALSE,0,NA,2017-12-06 17:31:20,FALSE,NA,9.38460862989455E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",neerajnirwals,0,FALSE,FALSE,NA,NA
6232,6232,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:31:07,FALSE,NA,9.38460809788735E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",firdfard1,29,TRUE,FALSE,NA,NA
6233,6233,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:31:00,FALSE,NA,9.38460781703676E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ARSHAD9457,29,TRUE,FALSE,NA,NA
6234,6234,ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/ytu22dcsOJ https://t.co/ajK37vZ1Oc,FALSE,11,NA,2017-12-06 17:30:41,FALSE,NA,9.38460702007874E+017,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",bdnews24,0,FALSE,FALSE,NA,NA
6235,6235,@narendramodi I don't expect a PM to campaign for elections at a time the Capital is fighting it's right to breathe… https://t.co/v65GgkoaMm,FALSE,2,narendramodi,2017-12-06 17:30:27,TRUE,NA,9.38460643878879E+017,18839785,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MirandaVaishali,1,FALSE,FALSE,NA,NA
6236,6236,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:30:20,FALSE,NA,9.38460611565855E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imoradabad,29,TRUE,FALSE,NA,NA
6237,6237,RT @ndtv: #MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,0,NA,2017-12-06 17:28:35,FALSE,NA,9.38460170774106E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Manoj_3416,29,TRUE,FALSE,NA,NA
6238,6238,#MyRightToBreathe | Jyoti Pandey Lavakare on The Buck Stops Here https://t.co/pXKqt8ynuF,FALSE,122,NA,2017-12-06 17:28:17,FALSE,NA,9.384600964258E+017,NA,"<a href=""http://www.graphity.in"" rel=""nofollow"">GraphityCampaignNDTV</a>",ndtv,29,FALSE,FALSE,NA,NA
6239,6239,@narendramodi  I don't expect a PM to campaign for elections at a time the Capital is fighting it's right to breath… https://t.co/9FdGvGUEgF,FALSE,1,narendramodi,2017-12-06 17:25:59,TRUE,NA,9.38459518274478E+017,18839785,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VaishaliMiranda,0,FALSE,FALSE,NA,NA
6240,6240,Revelatory insight into how much people in India care about #AirPollution. #MyRightToBreathe https://t.co/iNkRzRXUxq,FALSE,2,NA,2017-12-06 17:06:40,FALSE,NA,9.38454658409836E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CareForAirIndia,0,FALSE,FALSE,NA,NA
6241,6241,We want emission standards for coal power plants so that India can breathe cleaner air! @DrHarshVardhan @moefcc #MyRightToBreathe,FALSE,1,NA,2017-12-06 16:39:29,FALSE,NA,9.38447816690614E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",miteshshah,0,FALSE,FALSE,NA,NA
6242,6242,RT @breatheasyindia: #BeatCOPD #Myrighttobreathe #breatheeasyindia https://t.co/HB9zDYPR9Q,FALSE,0,NA,2017-12-06 16:30:04,FALSE,NA,9.38445444367167E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",M4_ConsP,1,TRUE,FALSE,NA,NA
6243,6243,We want emission standards for coal power plants so that India can breathe cleaner air! @DrHarshVardhan @moefcc #MyRightToBreathe,FALSE,1,NA,2017-12-06 16:29:59,FALSE,NA,9.38445425983463E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vivekrajindia,0,FALSE,FALSE,NA,NA
6244,6244,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/qRpC3XvPEP,FALSE,4,NA,2017-12-06 15:54:15,TRUE,NA,9.38436434523972E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sumitracj,0,FALSE,FALSE,NA,NA
6245,6245,Catch @Bharati09 on @ndtv tonight at 10 addressing #Delhi's #AirPollution #PublicHealth #Crisis. #MyRightToBreathe,FALSE,5,NA,2017-12-06 15:48:54,FALSE,NA,9.38435084381667E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChintanIndia,2,FALSE,FALSE,NA,NA
6246,6246,"Indians deserve clean air #MyRightToBreathe 
The @moefcc needs to ensure all coal plants follow emission 
norms. SI… https://t.co/VsOUkyic7e",FALSE,2,NA,2017-12-06 15:38:02,TRUE,NA,9.38432350517469E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AashimaBhutani,0,FALSE,FALSE,NA,NA
6247,6247,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/lbPScOJCLl,FALSE,1,NA,2017-12-06 15:04:38,TRUE,NA,9.38423944436105E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sathish69429891,0,FALSE,FALSE,NA,NA
6248,6248,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/yaLhIN9ZcR,FALSE,2,NA,2017-12-06 14:54:55,TRUE,NA,9.3842150093935E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CHENGAPPAM,0,FALSE,FALSE,NA,NA
6249,6249,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/iMK0OHbOJM,FALSE,1,NA,2017-12-06 14:43:35,TRUE,NA,9.38418648129012E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rajeevactor,0,FALSE,FALSE,NA,NA
6250,6250,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/myI1LgbLZr,FALSE,1,NA,2017-12-06 14:43:06,TRUE,NA,9.38418527920308E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tushar_Kapila,0,FALSE,FALSE,NA,NA
6251,6251,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/OnjtUkrSib,FALSE,1,NA,2017-12-06 14:41:38,TRUE,NA,9.38418159513624E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tushar_Kapila,0,FALSE,FALSE,NA,NA
6252,6252,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/4YoVHldxNH,FALSE,1,NA,2017-12-06 14:40:53,TRUE,NA,9.38417970589475E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tushar_Kapila,0,FALSE,FALSE,NA,NA
6253,6253,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/jamtAuTBtL,FALSE,1,NA,2017-12-06 14:03:13,TRUE,NA,9.38408490426446E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",karthiksh89,0,FALSE,FALSE,NA,NA
6254,6254,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/VDBMhy5xD9,FALSE,2,NA,2017-12-06 13:53:40,TRUE,NA,9.38406087694344E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mkumar1352,0,FALSE,FALSE,NA,NA
6255,6255,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/uGv42i6sfj,FALSE,1,NA,2017-12-06 13:47:48,TRUE,NA,9.3840461225558E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shahedsait61,0,FALSE,FALSE,NA,NA
6256,6256,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/ZRtAYpIWyw,FALSE,1,NA,2017-12-06 13:44:08,TRUE,NA,9.38403688443286E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sunnypraveen2,0,FALSE,FALSE,NA,NA
6257,6257,Please cancel the #airpollutionextension @drharshvardhan and STOP POLLUTION CRIMES! All power plants should be upgr… https://t.co/przQZjiKC6,FALSE,1,NA,2017-12-06 13:38:56,TRUE,NA,9.38402377140355E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MohakGupta66,0,FALSE,FALSE,NA,NA
6258,6258,Power plants must NOT be allowed to flout environmental regulations! Join me in asking @drharshvardhan to STOP POLL… https://t.co/zgk5QiyetI,FALSE,1,NA,2017-12-06 13:38:32,TRUE,NA,9.38402280100872E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dhanorkars,0,FALSE,FALSE,NA,NA
6259,6259,Please cancel the #airpollutionextension @drharshvardhan and STOP POLLUTION CRIMES! All power plants should be upgr… https://t.co/VMNxlZkkqd,FALSE,1,NA,2017-12-06 13:32:17,TRUE,NA,9.38400705164882E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",xksund,0,FALSE,FALSE,NA,NA
6260,6260,"Email @drharshvardhan. Demand stringent action against coal power plants that pollute: https://t.co/3h4yzHSvou 

ST… https://t.co/K4AbQWYZp9",FALSE,4,NA,2017-12-06 13:31:59,TRUE,NA,9.38400631374561E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",greenpeaceindia,6,FALSE,FALSE,NA,NA
6261,6261,"#MyRightToBreathe 
You must take some actions to stop #pollution because we don't need #progress or higher #GDP in… https://t.co/AVHgtaaKy1",FALSE,1,NA,2017-12-06 13:28:10,TRUE,NA,9.3839967087473E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",royal7_tweets,0,FALSE,FALSE,NA,NA
